Test Trajectory,Test Trajectory Timestep,Learner Trajectory,Learner Trajectory Timestep,Test Actions,Learner Actions,Test Rewards,Learner Rewards,Test Return,Learner Return
400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281,13,400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281,13,1_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2,1_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2,1.1063311100006104_1.0994412899017334_1.0494420528411865_0.6956997513771057_1.0691479444503784_1.1042925119400024_1.0731589794158936_1.1014204025268555_1.0876880884170532_1.050004243850708_0.718069314956665_0.7008192539215088_1.11993408203125_0.676767110824585_1.0913796424865723_0.6870332360267639,1.1063311100006104_1.0994412899017334_1.0494420528411865_0.6956997513771057_1.0691479444503784_1.1042925119400024_1.0731589794158936_1.1014204025268555_1.0876880884170532_1.050004243850708_0.718069314956665_0.7008192539215088_1.11993408203125_0.676767110824585_1.0913796424865723_0.6870332360267639,15.430629014968872,15.430629014968872
400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281,13,400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281,13,1_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2,1_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2,1.1063311100006104_1.0994412899017334_1.0494420528411865_0.6956997513771057_1.0691479444503784_1.1042925119400024_1.0731589794158936_1.1014204025268555_1.0876880884170532_1.050004243850708_0.718069314956665_0.7008192539215088_1.11993408203125_0.676767110824585_1.0913796424865723_0.6870332360267639,1.1063311100006104_1.0994412899017334_1.0494420528411865_0.6956997513771057_1.0691479444503784_1.1042925119400024_1.0731589794158936_1.1014204025268555_1.0876880884170532_1.050004243850708_0.718069314956665_0.7008192539215088_1.11993408203125_0.676767110824585_1.0913796424865723_0.6870332360267639,15.430629014968872,15.430629014968872
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_181_223_213_294,11,324_326_280_397_385_90_88_0_366_351_248_30_236_376_231_198_196_195_181_222_221_0_366_351_248_30_236_376_231_198_196_195_181_222_221_0_366_351_248_30_236_376_231_198_196_195_181_222_221_0_366,11,6_6_6_6_6_6_6_6_6_6_6_6_0_7_7_7_7_7_1_3_5_5,6_6_6_6_4_4_N/A_7_7_0_0_0_7_7_7_7_7_1_1_7_N/A_7_7_0_0_0_7_7_7_7_7_1_1_7_N/A_7_7_0_0_0_7_7_7_7_7_1_1_7_N/A_7,0.6690273880958557_1.0952017307281494_0.6724583506584167_1.149692416191101_1.149466633796692_1.0924949645996094_1.1000480651855469_0.68873131275177_1.1314278841018677_1.3930410146713257_1.1366934776306152_1.10097336769104_1.0724084377288818_1.0947294235229492_0.6900322437286377_1.0988123416900635_1.0956947803497314_1.0660518407821655_1.1979843378067017_1.0894629955291748_1.0490076541900635_1.0910395383834839,0.6654230356216431_1.0970430374145508_0.6755008697509766_1.1517260074615479_1.1377325057983398_1.0850574970245361_N/A_1.1087716817855835_1.0910228490829468_1.3818315267562866_1.1122479438781738_1.0466644763946533_1.1089849472045898_0.6858691573143005_1.0949455499649048_1.0940515995025635_1.0676624774932861_1.170123815536499_1.1041415929794312_0.692603349685669_N/A_1.1087716817855835_1.0910228490829468_1.3818315267562866_1.1122479438781738_1.0466644763946533_1.1089849472045898_0.6858691573143005_1.0949455499649048_1.0940515995025635_1.0676624774932861_1.170123815536499_1.1041415929794312_0.692603349685669_N/A_1.1087716817855835_1.0910228490829468_1.3818315267562866_1.1122479438781738_1.0466644763946533_1.1089849472045898_0.6858691573143005_1.0949455499649048_1.0940515995025635_1.0676624774932861_1.170123815536499_1.1041415929794312_0.692603349685669_N/A_1.1087716817855835,22.924480199813843,48.19801753759384
324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_181_223_213_294,12,324_326_280_397_385_90_88_0_366_351_248_30_236_376_231_198_196_195_181_222_221_0_366_351_248_30_236_376_231_198_196_195_181_222_221_0_366_351_248_30_236_376_231_198_196_195_181_222_221_0_366,12,6_6_6_6_6_6_6_6_6_6_6_6_0_7_7_7_7_7_1_3_5_5,6_6_6_6_4_4_N/A_7_7_0_0_0_7_7_7_7_7_1_1_7_N/A_7_7_0_0_0_7_7_7_7_7_1_1_7_N/A_7_7_0_0_0_7_7_7_7_7_1_1_7_N/A_7,0.6687554717063904_1.0965311527252197_0.672410249710083_1.1500864028930664_1.1487749814987183_1.0940437316894531_1.0990313291549683_0.6887867450714111_1.1317875385284424_1.3934077024459839_1.1362545490264893_1.1014684438705444_1.0723237991333008_1.094773769378662_0.6905515789985657_1.0985419750213623_1.0957305431365967_1.0662051439285278_1.198257565498352_1.0885934829711914_1.049602746963501_1.0907657146453857,0.66532301902771_1.0981297492980957_0.6756569743156433_1.151643991470337_1.1379190683364868_1.085116982460022_N/A_1.1095850467681885_1.090756893157959_1.3821892738342285_1.111395001411438_1.046996831893921_1.108314037322998_0.6856688261032104_1.0962382555007935_1.0932185649871826_1.06856369972229_1.1705780029296875_1.1036803722381592_0.6924581527709961_N/A_1.1095850467681885_1.090756893157959_1.3821892738342285_1.111395001411438_1.046996831893921_1.108314037322998_0.6856688261032104_1.0962382555007935_1.0932185649871826_1.06856369972229_1.1705780029296875_1.1036803722381592_0.6924581527709961_N/A_1.1095850467681885_1.090756893157959_1.3821892738342285_1.111395001411438_1.046996831893921_1.108314037322998_0.6856688261032104_1.0962382555007935_1.0932185649871826_1.06856369972229_1.1705780029296875_1.1036803722381592_0.6924581527709961_N/A_1.1095850467681885,22.926684617996216,48.20230370759964
345_169_369_168_374_156_157_176_177_189_191_193_181_223_213_294,10,345_169_370_402_4_0_366_351_248_30_236_376_231_198_196_195_181_222_221_0_366_351_248_30_236_376_231_198_196_195_181_222_221_0_366_351_248_30_236_376_231_198_196_195_181_222_221_0_366_351_248,10,2_2_2_3_3_3_3_3_3_1_1_1_3_5_5,2_5_4_4_N/A_7_7_0_0_0_7_7_7_7_7_1_1_7_N/A_7_7_0_0_0_7_7_7_7_7_1_1_7_N/A_7_7_0_0_0_7_7_7_7_7_1_1_7_N/A_7_7_0,1.0717124938964844_1.1005362272262573_0.6976879835128784_1.166360855102539_1.0863198041915894_1.1354820728302002_0.7446610927581787_0.6455444097518921_1.1394472122192383_1.145408272743225_1.1341040134429932_1.1723341941833496_1.0896117687225342_1.0492866039276123_1.091160535812378,1.0741562843322754_1.0852844715118408_0.7327778935432434_0.6827890872955322_N/A_1.1104743480682373_1.0774062871932983_1.3695812225341797_1.1163196563720703_1.053511381149292_1.1034948825836182_0.689038097858429_1.0942752361297607_1.0924789905548096_1.0679783821105957_1.1735049486160278_1.1138417720794678_0.6929747462272644_N/A_1.1104743480682373_1.0774062871932983_1.3695812225341797_1.1163196563720703_1.053511381149292_1.1034948825836182_0.689038097858429_1.0942752361297607_1.0924789905548096_1.0679783821105957_1.1735049486160278_1.1138417720794678_0.6929747462272644_N/A_1.1104743480682373_1.0774062871932983_1.3695812225341797_1.1163196563720703_1.053511381149292_1.1034948825836182_0.689038097858429_1.0942752361297607_1.0924789905548096_1.0679783821105957_1.1735049486160278_1.1138417720794678_0.6929747462272644_N/A_1.1104743480682373_1.0774062871932983_1.3695812225341797,15.46965754032135,48.39710944890976
50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,1_1_1_1_2_0_2_2_2_2_1_2_2_2,1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.14164400100708_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,1.14164400100708_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,14.744933187961578,14.744933187961578
78_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,13,78_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,13,2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.0380682945251465_1.1419053077697754_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1220073699951172_1.0910704135894775_1.103760838508606_1.071779489517212_1.0977656841278076_1.1497232913970947_1.0832362174987793_1.067471981048584_0.7149316668510437,1.0380682945251465_1.1419053077697754_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1220073699951172_1.0910704135894775_1.103760838508606_1.071779489517212_1.0977656841278076_1.1497232913970947_1.0832362174987793_1.067471981048584_0.7149316668510437,15.782612144947052,15.782612144947052
148_227_151_152_153_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_21_84_80_118_124_116_278_275_273_372_306,10,148_227_149_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,7_7_7_1_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_0_0_0_2_2_2_2_1_2_2_2,7_1_3_3_3_3_3_3_3_2_2_2_2_2_2_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,0.7012649178504944_1.3652578592300415_0.701460599899292_1.1734836101531982_1.1167254447937012_1.1359357833862305_0.7417967319488525_0.6511796116828918_1.1420412063598633_1.098381519317627_1.1960601806640625_1.1190277338027954_1.0880696773529053_1.0524996519088745_0.6923897862434387_1.069317102432251_1.0993577241897583_1.0756572484970093_1.1023786067962646_1.0849709510803223_1.0522873401641846_0.7147824764251709_0.6998175382614136_1.1288360357284546_1.008498191833496_1.122541904449463_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,0.7012649178504944_1.4377890825271606_0.7503855228424072_0.6511796116828918_1.1420412063598633_1.098381519317627_1.1960601806640625_1.1190277338027954_1.0880696773529053_1.0524996519088745_0.6923897862434387_1.069317102432251_1.0993577241897583_1.0756572484970093_1.1023786067962646_1.0849709510803223_1.14164400100708_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,34.51350176334381,31.105703711509705
238_400_286_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,11,238_400_286_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,11,0_1_3_2_2_2_2_2_2_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,0_1_3_2_2_2_2_2_2_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.1081006526947021_1.111112117767334_1.0956871509552002_1.0519704818725586_0.6929787397384644_1.0694167613983154_1.0986077785491943_1.076319932937622_1.1035829782485962_1.084667444229126_1.141815423965454_1.153917670249939_1.1400856971740723_1.1017709970474243_0.7058980464935303_1.1219466924667358_1.0908538103103638_1.1037189960479736_1.0716599225997925_1.0978329181671143_1.1496951580047607_1.0831838846206665_1.065544605255127_0.7160607576370239,1.1081006526947021_1.111112117767334_1.0956871509552002_1.0519704818725586_0.6929787397384644_1.0694167613983154_1.0986077785491943_1.076319932937622_1.1035829782485962_1.084667444229126_1.141815423965454_1.153917670249939_1.1400856971740723_1.1017709970474243_0.7058980464935303_1.1219466924667358_1.0908538103103638_1.1037189960479736_1.0716599225997925_1.0978329181671143_1.1496951580047607_1.0831838846206665_1.065544605255127_0.7160607576370239,25.23642861843109,25.23642861843109
246_34_33_31_357_40_50_19_24_349_313_79_81_117_301_382_275_273_372_306,10,246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,2_2_2_2_2_2_1_1_1_1_2_2_2_1_0_1_2_2_2,2_2_2_2_2_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,0.6923897862434387_1.069317102432251_1.0993577241897583_1.0756572484970093_1.1023786067962646_1.0849709510803223_1.14164400100708_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.129264235496521_0.684233546257019_1.4205098152160645_0.7219297885894775_1.1655724048614502_1.0831109285354614_1.0671062469482422_0.7151917815208435,0.6923897862434387_1.069317102432251_1.0993577241897583_1.0756572484970093_1.1023786067962646_1.0849709510803223_1.14164400100708_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,19.35427498817444,20.869004607200623
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.0748971700668335_1.0983105897903442_0.6973493099212646_1.1612064838409424_1.0885164737701416_1.1359357833862305_0.7417967319488525_0.6511796116828918_1.1420412063598633_1.098381519317627_1.1960601806640625_1.1190277338027954_1.0880696773529053_1.0524996519088745_0.6923897862434387_1.069317102432251_1.0993577241897583_1.0756572484970093_1.1023786067962646_1.0849709510803223_1.14164400100708_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,1.0748971700668335_1.0983105897903442_0.6973493099212646_1.1612064838409424_1.0885164737701416_1.1359357833862305_0.7417967319488525_0.6511796116828918_1.1420412063598633_1.098381519317627_1.1960601806640625_1.1190277338027954_1.0880696773529053_1.0524996519088745_0.6923897862434387_1.069317102432251_1.0993577241897583_1.0756572484970093_1.1023786067962646_1.0849709510803223_1.14164400100708_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,35.21427673101425,35.21427673101425
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,13,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,13,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.076818585395813_1.0980300903320312_0.698398232460022_1.160933494567871_1.0868467092514038_1.1374742984771729_0.7422763705253601_0.6510592699050903_1.1436172723770142_1.097174882888794_1.1949002742767334_1.1168211698532104_1.0895249843597412_1.051998496055603_0.6930444836616516_1.0691640377044678_1.0996723175048828_1.0764272212982178_1.1034716367721558_1.083977222442627_1.1419053077697754_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1220073699951172_1.0910704135894775_1.103760838508606_1.071779489517212_1.0977656841278076_1.1497232913970947_1.0832362174987793_1.067471981048584_0.7149316668510437,1.076818585395813_1.0980300903320312_0.698398232460022_1.160933494567871_1.0868467092514038_1.1374742984771729_0.7422763705253601_0.6510592699050903_1.1436172723770142_1.097174882888794_1.1949002742767334_1.1168211698532104_1.0895249843597412_1.051998496055603_0.6930444836616516_1.0691640377044678_1.0996723175048828_1.0764272212982178_1.1034716367721558_1.083977222442627_1.1419053077697754_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1220073699951172_1.0910704135894775_1.103760838508606_1.071779489517212_1.0977656841278076_1.1497232913970947_1.0832362174987793_1.067471981048584_0.7149316668510437,35.21617490053177,35.21617490053177
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,13,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,13,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.076818585395813_1.0980300903320312_0.698398232460022_1.160933494567871_1.0868467092514038_1.1374742984771729_0.7422763705253601_0.6510592699050903_1.1436172723770142_1.097174882888794_1.1949002742767334_1.1168211698532104_1.0895249843597412_1.051998496055603_0.6930444836616516_1.0691640377044678_1.0996723175048828_1.0764272212982178_1.1034716367721558_1.083977222442627_1.1419053077697754_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1220073699951172_1.0910704135894775_1.103760838508606_1.071779489517212_1.0977656841278076_1.1497232913970947_1.0832362174987793_1.067471981048584_0.7149316668510437,1.076818585395813_1.0980300903320312_0.698398232460022_1.160933494567871_1.0868467092514038_1.1374742984771729_0.7422763705253601_0.6510592699050903_1.1436172723770142_1.097174882888794_1.1949002742767334_1.1168211698532104_1.0895249843597412_1.051998496055603_0.6930444836616516_1.0691640377044678_1.0996723175048828_1.0764272212982178_1.1034716367721558_1.083977222442627_1.1419053077697754_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1220073699951172_1.0910704135894775_1.103760838508606_1.071779489517212_1.0977656841278076_1.1497232913970947_1.0832362174987793_1.067471981048584_0.7149316668510437,35.21617490053177,35.21617490053177
347_83_78_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,11,347_83_76_79_80_118_124_116_278_275_273_372_306,11,6_4_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,6_2_2_0_2_2_2_2_1_2_2_2,1.1333410739898682_1.4362469911575317_1.0383599996566772_1.141815423965454_1.153917670249939_1.1400856971740723_1.1017709970474243_0.7058980464935303_1.1219466924667358_1.0908538103103638_1.1037189960479736_1.0716599225997925_1.0978329181671143_1.1496951580047607_1.0831838846206665_1.065544605255127_0.7160607576370239,1.1333410739898682_1.3793014287948608_0.6406341791152954_1.1219466924667358_1.0908538103103638_1.1037189960479736_1.0716599225997925_1.0978329181671143_1.1496951580047607_1.0831838846206665_1.065544605255127_0.7160607576370239,18.351932644844055,12.653773427009583
355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,1_1_1_1_2_0_2_2_2_2_1_2_2_2,1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.139699935913086_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,1.139699935913086_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,14.742989122867584,14.742989122867584
367_400_286_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,13,367_400_286_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,13,0_1_3_2_2_2_2_2_2_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,0_1_3_2_2_2_2_2_2_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.107040286064148_1.1105691194534302_1.096237301826477_1.051998496055603_0.6930444836616516_1.0691640377044678_1.0996723175048828_1.0764272212982178_1.1034716367721558_1.083977222442627_1.1419053077697754_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1220073699951172_1.0910704135894775_1.103760838508606_1.071779489517212_1.0977656841278076_1.1497232913970947_1.0832362174987793_1.067471981048584_0.7149316668510437,1.107040286064148_1.1105691194534302_1.096237301826477_1.051998496055603_0.6930444836616516_1.0691640377044678_1.0996723175048828_1.0764272212982178_1.1034716367721558_1.083977222442627_1.1419053077697754_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1220073699951172_1.0910704135894775_1.103760838508606_1.071779489517212_1.0977656841278076_1.1497232913970947_1.0832362174987793_1.067471981048584_0.7149316668510437,25.236145973205566,25.236145973205566
367_400_286_235_246_34_33_31_357_40_50_19_24_349_313_79_81_117_301_382_275_273_372_306,13,367_400_286_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,13,0_1_3_2_2_2_2_2_2_2_1_1_1_1_2_2_2_1_0_1_2_2_2,0_1_3_2_2_2_2_2_2_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.107040286064148_1.1105691194534302_1.096237301826477_1.051998496055603_0.6930444836616516_1.0691640377044678_1.0996723175048828_1.0764272212982178_1.1034716367721558_1.083977222442627_1.1419053077697754_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1288905143737793_0.6842891573905945_1.4205033779144287_0.7216609716415405_1.165907859802246_1.0832362174987793_1.067471981048584_0.7149316668510437,1.107040286064148_1.1105691194534302_1.096237301826477_1.051998496055603_0.6930444836616516_1.0691640377044678_1.0996723175048828_1.0764272212982178_1.1034716367721558_1.083977222442627_1.1419053077697754_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1220073699951172_1.0910704135894775_1.103760838508606_1.071779489517212_1.0977656841278076_1.1497232913970947_1.0832362174987793_1.067471981048584_0.7149316668510437,23.72129076719284,25.236145973205566
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.4307289123535156_1.1529462337493896_1.1436083316802979_1.4043984413146973_1.15080988407135_1.129124641418457_1.1288695335388184_0.7144443988800049_1.1475905179977417_1.4800783395767212_1.4076682329177856_1.4364888668060303_0.7391901016235352_1.139699935913086_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,1.4307289123535156_1.1529462337493896_1.1436083316802979_1.4043984413146973_1.15080988407135_1.129124641418457_1.1288695335388184_0.7144443988800049_1.1475905179977417_1.4800783395767212_1.4076682329177856_1.4364888668060303_0.7391901016235352_1.139699935913086_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,30.20893555879593,30.20893555879593
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382_275_273_372_306,10,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_1_0_1_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.4307289123535156_1.1529462337493896_1.1436083316802979_1.4043984413146973_1.15080988407135_1.129124641418457_1.1288695335388184_0.7144443988800049_1.1475905179977417_1.4800783395767212_1.4076682329177856_1.4364888668060303_0.7391901016235352_1.139699935913086_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.129264235496521_0.684233546257019_1.4205098152160645_0.7219297885894775_1.1655724048614502_1.0831109285354614_1.0671062469482422_0.7151917815208435,1.4307289123535156_1.1529462337493896_1.1436083316802979_1.4043984413146973_1.15080988407135_1.129124641418457_1.1288695335388184_0.7144443988800049_1.1475905179977417_1.4800783395767212_1.4076682329177856_1.4364888668060303_0.7391901016235352_1.139699935913086_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,28.694205939769745,30.20893555879593
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.4307289123535156_1.1529462337493896_1.1436083316802979_1.4043984413146973_1.15080988407135_1.129124641418457_1.1288695335388184_0.7144443988800049_1.1475905179977417_1.4800783395767212_1.4076682329177856_1.4364888668060303_0.7391901016235352_1.139699935913086_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,1.4307289123535156_1.1529462337493896_1.1436083316802979_1.4043984413146973_1.15080988407135_1.129124641418457_1.1288695335388184_0.7144443988800049_1.1475905179977417_1.4800783395767212_1.4076682329177856_1.4364888668060303_0.7391901016235352_1.139699935913086_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,30.20893555879593,30.20893555879593
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382_275_273_372_306,10,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_1_0_1_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.4307289123535156_1.1529462337493896_1.1436083316802979_1.4043984413146973_1.15080988407135_1.129124641418457_1.1288695335388184_0.7144443988800049_1.1475905179977417_1.4800783395767212_1.4076682329177856_1.4364888668060303_0.7391901016235352_1.139699935913086_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.129264235496521_0.684233546257019_1.4205098152160645_0.7219297885894775_1.1655724048614502_1.0831109285354614_1.0671062469482422_0.7151917815208435,1.4307289123535156_1.1529462337493896_1.1436083316802979_1.4043984413146973_1.15080988407135_1.129124641418457_1.1288695335388184_0.7144443988800049_1.1475905179977417_1.4800783395767212_1.4076682329177856_1.4364888668060303_0.7391901016235352_1.139699935913086_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,28.694205939769745,30.20893555879593
